,DOI,parser,correctPlace,accurates,inaccurates
744,10.1371/journal.pone.0017476,arcgispro,German site of the BIODEPTH project,0.0,4.0
745,10.1371/journal.pone.0013666,arcgispro," Atlantic Plateau of São Paulo, Brazil",0.0,41.0
746,10.1371/journal.pone.0013382,arcgispro,"50¡57_3.09_N, 11¡37_23.49_E",0.0,4.0
747,10.1371/journal.pone.0146228,arcgispro,"45¡03ÕN, 142¡07ÕE",0.0,9.0
748,10.1371/journal.pone.0138696,arcgispro,coral communities of Moorea Island (French Polynesia),11.0,14.0
749,10.1371/journal.pone.0106529,arcgispro,"50¡55_ N, 11¡35_ E",0.0,11.0
750,10.1371/journal.pone.0104060,arcgispro,Ticino near Locarno (southern Switzerland).,0.0,8.0
751,10.1371/journal.pone.0083407,arcgispro,"42¡24ÕN, 85¡24ÕW",0.0,16.0
752,10.1371/journal.pone.0066653,arcgispro,N: 31° 33.527; W: 114° 17.866,8.0,9.0
753,10.1371/journal.pone.0000295,arcgispro,Australia,0.0,56.0
754,10.1371/journal.pone.0000295,arcgispro,Sanfrancisco Bay,14.0,42.0
755,10.1371/journal.pone.0000295,arcgispro,Wadden Sea,28.0,28.0
756,10.1371/journal.pone.0000295,arcgispro,Gulf of the Farallones National Marine Sanctuary,14.0,42.0
757,10.1371/journal.pone.0154613,arcgispro,Algiers,0.0,23.0
758,10.1371/journal.pone.0154613,arcgispro,Beijing,0.0,23.0
759,10.1371/journal.pone.0154613,arcgispro,Beunos Aires,0.0,23.0
760,10.1371/journal.pone.0154613,arcgispro,Cairo,0.0,23.0
761,10.1371/journal.pone.0154613,arcgispro,Guatemala City,0.0,23.0
762,10.1371/journal.pone.0154613,arcgispro,Istanbul,0.0,23.0
763,10.1371/journal.pone.0154613,arcgispro,London,0.0,23.0
764,10.1371/journal.pone.0154613,arcgispro,Manila,0.0,23.0
765,10.1371/journal.pone.0154613,arcgispro,Mexico City,0.0,23.0
766,10.1371/journal.pone.0154613,arcgispro,Moscow,0.0,23.0
767,10.1371/journal.pone.0154613,arcgispro,Mumbai,0.0,23.0
768,10.1371/journal.pone.0154613,arcgispro,Paris,0.0,23.0
769,10.1371/journal.pone.0154613,arcgispro,Warsaw,0.0,23.0
770,10.1371/journal.pone.0154613,arcgispro,Santiago,0.0,23.0
771,10.1371/journal.pone.0154613,arcgispro,Shanghai,0.0,23.0
772,10.1371/journal.pone.0154613,arcgispro,Sydney,0.0,23.0
773,10.1371/journal.pone.0152883,arcgispro,La Selva Biological Station,0.0,33.0
774,10.1371/journal.pone.0152335,arcgispro,"145.44° E, 14.683° S",0.0,13.0
775,10.1371/journal.pone.0150111,arcgispro,48°06’– 49°7’ N; 2°23’– 3°32’ W,6.0,15.0
776,10.1371/journal.pone.0145598,arcgispro,"0°53S, 52°36W",0.0,10.0
777,10.1371/journal.pone.0147909,arcgispro,"52°29’29”W, 22°24’09”S",2.0,106.0
778,10.1371/journal.pone.0141387,arcgispro,"4°35?S, 79°42?W",0.0,37.0
779,10.1371/journal.pone.0142784,arcgispro,"Latitude: -4.44°, Longitude: 35.40°",0.0,65.0
780,10.1371/journal.pone.0141559,arcgispro,mountain area of Taizhou city in Zhejiang province of China,0.0,8.0
781,10.1371/journal.pone.0141899,arcgispro,"1·993°E, 42·276°N",5.0,6.0
782,10.1371/journal.pone.0140423,arcgispro,"1°08'57"" N, 112°15'37"" E",0.0,47.0
783,10.1371/journal.pone.0139031,arcgispro,"between 42.32 N and 42.11 N, and 0.31 W and 0.04 W",2.0,70.0
784,10.1371/journal.pone.0137569,arcgispro,40° 10’ S- 73° 26’ W  41° 32’ S- 72° 35’ W,14.0,601.0
785,10.1371/journal.pone.0136040,arcgispro,"N 33°58?, E101°53?",0.0,12.0
786,10.1371/journal.pone.0135917,arcgispro,"41°17'38” N, 82°13'03” W",4.0,4.0
787,10.1371/journal.pone.0134560,arcgispro,"N 33°58?, E101°53?",0.0,22.0
788,10.1371/journal.pone.0134665,arcgispro,India,0.0,403.0
789,10.1371/journal.pone.0133276,arcgispro,South America,0.0,77.0
790,10.1371/journal.pone.0118403,arcgispro,Barro Colorado Island,13.0,15.0
791,10.1371/journal.pone.0128923,arcgispro,15° 28’S and 39° 15’W,4.0,61.0
792,10.1371/journal.pone.0127093,arcgispro,"Bushbuckridge, South Africa",23.0,33.0
793,10.1371/journal.pone.0125300,arcgispro,"116°42?E, 43° 36?N",2.0,21.0
794,10.1371/journal.pone.0121444,arcgispro,Kenya,4.0,282.0
795,10.1371/journal.pone.0121444,arcgispro,Malawi,0.0,286.0
796,10.1371/journal.pone.0121444,arcgispro,Rwanda,0.0,286.0
797,10.1371/journal.pone.0121444,arcgispro,Tanzania,0.0,286.0
798,10.1371/journal.pone.0121444,arcgispro,Uganda,0.0,286.0
799,10.1371/journal.pone.0121444,arcgispro,Zambia,0.0,286.0
800,10.1371/journal.pone.0118837,arcgispro,2°4’W 36°52’N,6.0,69.0
801,10.1371/journal.pone.0115038,arcgispro,"39°57'53"" N and 115°26'05"" E",6.0,15.0
802,10.1371/journal.pone.0114015,arcgispro,8° 28? 50?N 83° 35? 20?W,15.0,12.0
803,10.1371/journal.pone.0113964,arcgispro,"Hainan Island, China",15.0,22.0
804,10.1371/journal.pone.0111434,arcgispro,"111°53? E, 23°26? N",0.0,5.0
805,10.1371/journal.pone.0111742,arcgispro,"19° 53?–21° 11? N, 90°28?–90°17?W",0.0,34.0
806,10.1371/journal.pone.0107775,arcgispro,In Table,0.0,74.0
807,10.1371/journal.pone.0107792,arcgispro,Atlantic Forest Biodiversity Hotspot in Brazil,0.0,84.0
808,10.1371/journal.pone.0075396,arcgispro,"39° 15' N, 121° 17' W",0.0,17.0
809,10.1371/journal.pone.0107126,arcgispro,"Central Highlands of Victoria, Australia",0.0,35.0
810,10.1371/journal.pone.0105869,arcgispro,"Zamora River basin, located in the mountain forests in Ecuadorian southern Andes",13.0,100.0
811,10.1371/journal.pone.0100646,arcgispro,Nazaré Canyon on the Portuguese continental margin,0.0,42.0
812,10.1371/journal.pone.0101928,arcgispro,"50°55? N, 11°35? E",0.0,8.0
813,10.1371/journal.pone.0102090,arcgispro,"32°54?N, 35°05?E;  32°58?N, 35°04?E; 32°54?N, 35°06?E",58.0,62.0
814,10.1371/journal.pone.0097910,arcgispro," N307591, E858452 (northeast) and N253197, E807411(southwest)",2.0,28.0
815,10.1371/journal.pone.0099385,arcgispro,"110°56?E, 31°4?N",0.0,14.0
816,10.1371/journal.pone.0098931,arcgispro,"16°04?–16°21?N, 90°40?–91°06?W",0.0,106.0
817,10.1371/journal.pone.0098454,arcgispro,"Coatepec region, Veracruz, Mexico",27.0,78.0
818,10.1371/journal.pone.0098454,arcgispro,"Huatusco region, Veracruz, Mexico",27.0,78.0
819,10.1371/journal.pone.0095938,arcgispro,Changbai Mountain Forest Ecosystem Research Station,0.0,253.0
820,10.1371/journal.pone.0095890,arcgispro,"(110°30?E, 25°56?N) (112°56?–113°4?E, 24°30?–24°48?N), (112°30?39?–112°33?41?E,23°09?21?–23°11?30? N) (114°05?–114°23?E,26°22?–26°48? N)",0.0,33.0
821,10.1371/journal.pone.0095081,arcgispro,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",7.0,24.0
822,10.1371/journal.pone.0093733,arcgispro,"(28°34?23?N, 120°53?44?E)",0.0,35.0
823,10.1371/journal.pone.0092517,arcgispro,38°29?N - 9°1?W,12.0,41.0
824,10.1371/journal.pone.0090513,arcgispro,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",0.0,102.0
825,10.1371/journal.pone.0089084,arcgispro,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,93.0
826,10.1371/journal.pone.0081226,arcgispro,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",0.0,121.0
827,10.1371/journal.pone.0082468,arcgispro,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",6.0,27.0
828,10.1371/journal.pone.0082369,arcgispro,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,36.0
829,10.1371/journal.pone.0079799,arcgispro,"16° 48.16′ N, 88° 04.94′ W",7.0,48.0
830,10.1371/journal.pone.0075439,arcgispro,Baltic Sea,21.0,41.0
831,10.1371/journal.pone.0074852,arcgispro,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,46.0
832,10.1371/journal.pone.0072201,arcgispro,"41°42??53°34?N, 115°37??135°5?E",0.0,69.0
833,10.1371/journal.pone.0071735,arcgispro,French Guiana,0.0,27.0
834,10.1371/journal.pone.0070547,arcgispro,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",0.0,59.0
835,10.1371/journal.pone.0066238,arcgispro,In Table,0.0,72.0
836,10.1371/journal.pone.0059356,arcgispro,Hakalau National Forest Wildlife Refuge,14.0,23.0
837,10.1371/journal.pone.0049618,arcgispro,N 29°14.657?and E 118°06.805?,0.0,26.0
838,10.1371/journal.pone.0052071,arcgispro,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,35.0
839,10.1371/journal.pone.0049795,arcgispro,"51° 21? 24?? N, 3° 42? 51?? E",14.0,13.0
840,10.1371/journal.pone.0047192,arcgispro,"1°30?24?? S, 120°2?11?? E",0.0,9.0
841,10.1371/journal.pone.0045334,arcgispro,"33°31’S, 25°45’E",10.0,48.0
842,10.1371/journal.pone.0044925,arcgispro,"lat 22°50'S, long 44°42'W",0.0,19.0
843,10.1371/journal.pone.0042833,arcgispro,"E 116°42?, N 43°38?",7.0,6.0
844,10.1371/journal.pone.0043943,arcgispro,Colombia,30.0,827.0
845,10.1371/journal.pone.0043626,arcgispro,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,30.0
846,10.1371/journal.pone.0042524,arcgispro,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,17.0
847,10.1371/journal.pone.0041270,arcgispro,40°02?N–3°37?W,0.0,33.0
848,10.1371/journal.pone.0029469,arcgispro,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",6.0,40.0
849,10.1371/journal.pone.0029152,arcgispro,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,30.0
850,10.1371/journal.pone.0026986,arcgispro,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",13.0,68.0
851,10.1371/journal.pone.0023312,arcgispro,"20°53?57.1?S, 44°50?11.5?W,",0.0,21.0
852,10.1371/journal.pone.0022905,arcgispro,"29°14? N, 118°07? E",0.0,23.0
853,10.1371/journal.pone.0021265,arcgispro,"48°N, 65°W",4.0,51.0
854,10.1371/journal.pone.0018982,arcgispro,"45°40?N, 61°53?W",0.0,4.0
855,10.1371/journal.pone.0016584,arcgispro,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",0.0,18.0
856,10.1371/journal.pone.0009677,arcgispro,"44°39?N, 63°35?W",0.0,41.0
857,10.1371/journal.pone.0000908,arcgispro,"8°58?50?S, 36°04?30?W",3.0,107.0
